"covar","value","std_error","t_value","p_value","id_covar","aic","r2","sig_lags","iter_start","iter_end","start_date","end_date","n","pe"
"air_temp_mean",0.0243881871247347,0.0115485435908276,2.11179764209445,0.0376048475420418,"air_temp_mean",73.8191273962608,0.642158610169485,1,124,224,"2010-10-19","2019-02-19",101,0.848032038426567
"tli_lag_1",0.685758466282824,0.0725313328816038,9.45465137669838,5.83899111621286e-15,"air_temp_mean",73.8191273962608,0.642158610169485,1,124,224,"2010-10-19","2019-02-19",101,0.848032038426567
"tli_lag_8",0.062829845587485,0.0894839752690462,0.702135163291284,0.484490891258316,"air_temp_mean",73.8191273962608,0.642158610169485,1,124,224,"2010-10-19","2019-02-19",101,0.848032038426567
"tli_lag_10",0.198407050918603,0.105763339983479,1.87595296205279,0.0640541402234218,"air_temp_mean",73.8191273962608,0.642158610169485,1,124,224,"2010-10-19","2019-02-19",101,0.848032038426567
"Intercept",0.142051083461174,0.376049989655513,0.377745213053463,0.706519250659311,"air_temp_mean",76.3185635226213,0.6444288708535,1,125,225,"2010-11-16","2019-03-21",101,0.855601849785584
"air_temp_mean",0.0343877990280567,0.0104670086348438,3.28535116648157,0.00145793329803814,"air_temp_mean",76.3185635226213,0.6444288708535,1,125,225,"2010-11-16","2019-03-21",101,0.855601849785584
"tli_lag_1",0.711773209002071,0.0659900573131117,10.7860674468705,7.73876180550252e-18,"air_temp_mean",76.3185635226213,0.6444288708535,1,125,225,"2010-11-16","2019-03-21",101,0.855601849785584
"tli_lag_8",0.15560450781281,0.0743248915653548,2.09357194522087,0.0391427569219021,"air_temp_mean",76.3185635226213,0.6444288708535,1,125,225,"2010-11-16","2019-03-21",101,0.855601849785584
"Intercept",-0.254327210410701,0.398356973576588,-0.638440462400501,0.524864096908383,"air_temp_mean",73.35951616977,0.676352263561957,1,126,226,"2010-12-14","2019-04-15",101,0.85582656142509
"air_temp_mean",0.0361554416473666,0.0120829724475061,2.99226384935017,0.00360292466270782,"air_temp_mean",73.35951616977,0.676352263561957,1,126,226,"2010-12-14","2019-04-15",101,0.85582656142509
"tli_lag_1",0.702653535582709,0.0655770373556049,10.7149326031981,1.42525144564433e-17,"air_temp_mean",73.35951616977,0.676352263561957,1,126,226,"2010-12-14","2019-04-15",101,0.85582656142509
"tli_lag_6",0.122292650549368,0.0881492179771248,1.38733676095803,0.168882769565733,"air_temp_mean",73.35951616977,0.676352263561957,1,126,226,"2010-12-14","2019-04-15",101,0.85582656142509
"tli_lag_9",0.132537680940846,0.0913806916440842,1.45039043321167,0.150545501939426,"air_temp_mean",73.35951616977,0.676352263561957,1,126,226,"2010-12-14","2019-04-15",101,0.85582656142509
"Intercept",-0.199834320805113,0.396917886974654,-0.503465143201959,0.615895244010639,"air_temp_mean",74.5182627031385,0.679879052322163,1,127,227,"2011-01-18","2019-05-14",101,0.854662643828013
"air_temp_mean",0.0412253521238705,0.0113388831575319,3.63575067765704,0.000466172154708065,"air_temp_mean",74.5182627031385,0.679879052322163,1,127,227,"2011-01-18","2019-05-14",101,0.854662643828013
"tli_lag_1",0.711874757956919,0.0636818148730318,11.178619192563,1.42193102715978e-18,"air_temp_mean",74.5182627031385,0.679879052322163,1,127,227,"2011-01-18","2019-05-14",101,0.854662643828013
"tli_lag_6",0.140630262388432,0.0955172543920816,1.47230218543729,0.14450685044793,"air_temp_mean",74.5182627031385,0.679879052322163,1,127,227,"2011-01-18","2019-05-14",101,0.854662643828013
"tli_lag_8",0.0755762872480784,0.0923682474321616,0.818206357153027,0.415449415422233,"air_temp_mean",74.5182627031385,0.679879052322163,1,127,227,"2011-01-18","2019-05-14",101,0.854662643828013
"Intercept",-0.0963126741130924,0.373001497611798,-0.258209885830888,0.796854777531259,"air_temp_mean",76.3487628442689,0.684188354428485,1,128,228,"2011-02-15","2019-06-18",101,0.85313811080476
"air_temp_mean",0.0273203745047831,0.0110590197984979,2.47041555242481,0.015446633412834,"air_temp_mean",76.3487628442689,0.684188354428485,1,128,228,"2011-02-15","2019-06-18",101,0.85313811080476
"tli_lag_1",0.729701856254722,0.0630962325949167,11.5649037390152,2.79435579031372e-19,"air_temp_mean",76.3487628442689,0.684188354428485,1,128,228,"2011-02-15","2019-06-18",101,0.85313811080476
"tli_lag_8",0.0476230373632266,0.105460398895864,0.451572702756906,0.652700554894282,"air_temp_mean",76.3487628442689,0.684188354428485,1,128,228,"2011-02-15","2019-06-18",101,0.85313811080476
"tli_lag_9",0.171116146928963,0.112311158842027,1.52358989697229,0.131238051900339,"air_temp_mean",76.3487628442689,0.684188354428485,1,128,228,"2011-02-15","2019-06-18",101,0.85313811080476
"Intercept",-0.176702765458163,0.368812459080298,-0.479112787834781,0.633074423007049,"air_temp_mean",73.9008620207532,0.69845413870932,1,129,229,"2011-03-25","2019-07-16",101,0.853061175445147
"air_temp_mean",0.0217316161819246,0.0112927466272155,1.92438712204447,0.0576128098801355,"air_temp_mean",73.9008620207532,0.69845413870932,1,129,229,"2011-03-25","2019-07-16",101,0.853061175445147
"tli_lag_1",0.702437868510697,0.0651579351333696,10.7805421868096,1.21090061453526e-17,"air_temp_mean",73.9008620207532,0.69845413870932,1,129,229,"2011-03-25","2019-07-16",101,0.853061175445147
"tli_lag_8",0.0614231187438591,0.0887420322794062,0.692153618371811,0.490705475085708,"air_temp_mean",73.9008620207532,0.69845413870932,1,129,229,"2011-03-25","2019-07-16",101,0.853061175445147
"tli_lag_10",0.223244514302506,0.104327954075563,2.13983410563974,0.0352008607106343,"air_temp_mean",73.9008620207532,0.69845413870932,1,129,229,"2011-03-25","2019-07-16",101,0.853061175445147
"Intercept",-0.118965036681948,0.360077489578247,-0.330387319744118,0.741910843904349,"air_temp_mean",71.406929497495,0.702624047991153,1,130,230,"2011-04-20","2019-09-18",101,0.856121471123905
"air_temp_mean",0.0254415208486996,0.0111290184541606,2.28605253495542,0.0247094192480297,"air_temp_mean",71.406929497495,0.702624047991153,1,130,230,"2011-04-20","2019-09-18",101,0.856121471123905
"tli_lag_1",0.682540496875817,0.0637303306209649,10.7098219988096,1.67943540481289e-17,"air_temp_mean",71.406929497495,0.702624047991153,1,130,230,"2011-04-20","2019-09-18",101,0.856121471123905
"tli_lag_8",0.0597823705396864,0.0872890960400554,0.684877874233608,0.495262737314435,"air_temp_mean",71.406929497495,0.702624047991153,1,130,230,"2011-04-20","2019-09-18",101,0.856121471123905
"tli_lag_10",0.220836350960515,0.102916457887042,2.14578266192273,0.0347083187680476,"air_temp_mean",71.406929497495,0.702624047991153,1,130,230,"2011-04-20","2019-09-18",101,0.856121471123905
"Intercept",0.0206385884994127,0.36236159903377,0.0569557827166154,0.954714093525399,"air_temp_mean",77.2992219039414,0.685129928923511,1,131,231,"2011-05-23","2019-11-19",101,0.854207727254051
"air_temp_mean",0.0222662993233016,0.0114902314550177,1.93784602255146,0.055962060137533,"air_temp_mean",77.2992219039414,0.685129928923511,1,131,231,"2011-05-23","2019-11-19",101,0.854207727254051
"tli_lag_1",0.675954218245796,0.0659675446326893,10.2467694077375,1.63841063340774e-16,"air_temp_mean",77.2992219039414,0.685129928923511,1,131,231,"2011-05-23","2019-11-19",101,0.854207727254051
"tli_lag_8",-0.0423913267323968,0.0994087393091399,-0.42643460753052,0.670869230710435,"air_temp_mean",77.2992219039414,0.685129928923511,1,131,231,"2011-05-23","2019-11-19",101,0.854207727254051
"tli_lag_9",0.0839876240704146,0.126625862508304,0.663273855804195,0.508950024789263,"air_temp_mean",77.2992219039414,0.685129928923511,1,131,231,"2011-05-23","2019-11-19",101,0.854207727254051
"tli_lag_10",0.220963646295075,0.117347291066485,1.88298889805547,0.0631222838278855,"air_temp_mean",77.2992219039414,0.685129928923511,1,131,231,"2011-05-23","2019-11-19",101,0.854207727254051
"Intercept",0.09523889404084,0.358300960432974,0.265806973907501,0.791031524282239,"air_temp_mean",78.519606159659,0.681078085464703,1,132,232,"2011-06-20","2019-12-10",101,0.850535490647821
"air_temp_mean",0.0214686204205714,0.0115450345051627,1.85955446135489,0.0664081101982906,"air_temp_mean",78.519606159659,0.681078085464703,1,132,232,"2011-06-20","2019-12-10",101,0.850535490647821
"tli_lag_1",0.683917838558762,0.0665837445332428,10.2715436530805,1.46102149844039e-16,"air_temp_mean",78.519606159659,0.681078085464703,1,132,232,"2011-06-20","2019-12-10",101,0.850535490647821
"tli_lag_8",-0.0509414863002561,0.100808748484601,-0.505328030215928,0.614636282039929,"air_temp_mean",78.519606159659,0.681078085464703,1,132,232,"2011-06-20","2019-12-10",101,0.850535490647821
"tli_lag_9",0.0470186048283265,0.123437048211164,0.380911610490649,0.704219206280008,"air_temp_mean",78.519606159659,0.681078085464703,1,132,232,"2011-06-20","2019-12-10",101,0.850535490647821
"tli_lag_10",0.241956053167539,0.116677173617161,2.07372226860278,0.041131822138463,"air_temp_mean",78.519606159659,0.681078085464703,1,132,232,"2011-06-20","2019-12-10",101,0.850535490647821
"Intercept",0.264097838141451,0.358332771372549,0.737018378558725,0.4631171483548,"air_temp_mean",81.0996295722498,0.668242009551183,1,133,233,"2011-07-19","2020-01-21",101,0.844205131664937
"air_temp_mean",0.0223773121346412,0.0116837843284553,1.91524522411307,0.0587848499024683,"air_temp_mean",81.0996295722498,0.668242009551183,1,133,233,"2011-07-19","2020-01-21",101,0.844205131664937
"tli_lag_1",0.714394828200523,0.0664718373578047,10.7473308486281,1.41188978262418e-17,"air_temp_mean",81.0996295722498,0.668242009551183,1,133,233,"2011-07-19","2020-01-21",101,0.844205131664937
"tli_lag_8",-0.0250654380094244,0.0818542114171356,-0.306220505646177,0.760176864129285,"air_temp_mean",81.0996295722498,0.668242009551183,1,133,233,"2011-07-19","2020-01-21",101,0.844205131664937
"tli_lag_10",0.187176625926699,0.101649089754245,1.84139992182156,0.0690105215295855,"air_temp_mean",81.0996295722498,0.668242009551183,1,133,233,"2011-07-19","2020-01-21",101,0.844205131664937
"Intercept",0.265196176352301,0.354513272975734,0.748057115397351,0.456466505026668,"air_temp_mean",80.7911036277204,0.669135387757393,1,134,234,"2011-08-16","2020-02-18",101,0.845635055775044
"air_temp_mean",0.0225919245745185,0.011668903611895,1.93607945749838,0.0561426532879775,"air_temp_mean",80.7911036277204,0.669135387757393,1,134,234,"2011-08-16","2020-02-18",101,0.845635055775044
"tli_lag_1",0.720227934452157,0.0649062540051831,11.0964335485244,2.82180751192277e-18,"air_temp_mean",80.7911036277204,0.669135387757393,1,134,234,"2011-08-16","2020-02-18",101,0.845635055775044
"tli_lag_8",-0.0280803230412038,0.0817401394037285,-0.343531626518402,0.732036983070188,"air_temp_mean",80.7911036277204,0.669135387757393,1,134,234,"2011-08-16","2020-02-18",101,0.845635055775044
"tli_lag_10",0.182383169878101,0.0987117401215562,1.84763402664677,0.068093287941862,"air_temp_mean",80.7911036277204,0.669135387757393,1,134,234,"2011-08-16","2020-02-18",101,0.845635055775044
"Intercept",0.270570741240488,0.350845589846398,0.771196073346524,0.442704466016286,"air_temp_mean",79.74550803634,0.672449074455404,1,135,235,"2011-09-21","2020-03-20",101,0.84892864470155
"air_temp_mean",0.0255754075887914,0.0117594317283404,2.17488465255973,0.032384058579702,"air_temp_mean",79.74550803634,0.672449074455404,1,135,235,"2011-09-21","2020-03-20",101,0.84892864470155
"tli_lag_1",0.728408465741113,0.0643522611237409,11.3190811483761,1.01561031463324e-18,"air_temp_mean",79.74550803634,0.672449074455404,1,135,235,"2011-09-21","2020-03-20",101,0.84892864470155
"tli_lag_8",-0.0197239254731338,0.0815933090717044,-0.241734594386905,0.809561298161556,"air_temp_mean",79.74550803634,0.672449074455404,1,135,235,"2011-09-21","2020-03-20",101,0.84892864470155
"tli_lag_10",0.153017218526304,0.0975691284557083,1.56829543266615,0.120484491827461,"air_temp_mean",79.74550803634,0.672449074455404,1,135,235,"2011-09-21","2020-03-20",101,0.84892864470155
"Intercept",0.317099289452046,0.347016797331216,0.913786571401573,0.363383807643692,"air_temp_mean",78.6660144035903,0.675200817019573,1,136,236,"2011-10-25","2020-04-20",101,0.848830834177231
"air_temp_mean",0.0238461584529449,0.0118115698073648,2.01888138849049,0.0466145346279554,"air_temp_mean",78.6660144035903,0.675200817019573,1,136,236,"2011-10-25","2020-04-20",101,0.848830834177231
"tli_lag_1",0.735448569396775,0.0636674605252064,11.5514041761663,3.51241274867378e-19,"air_temp_mean",78.6660144035903,0.675200817019573,1,136,236,"2011-10-25","2020-04-20",101,0.848830834177231
"tli_lag_8",-0.0336120490750344,0.0818089053780554,-0.410860515975692,0.682196764102217,"air_temp_mean",78.6660144035903,0.675200817019573,1,136,236,"2011-10-25","2020-04-20",101,0.848830834177231
"tli_lag_10",0.154791787797599,0.0957447917086711,1.61671235620413,0.109602915052669,"air_temp_mean",78.6660144035903,0.675200817019573,1,136,236,"2011-10-25","2020-04-20",101,0.848830834177231
"Intercept",0.305093879160625,0.347447272009931,0.878101236471659,0.38233545083667,"air_temp_mean",78.453028653107,0.675534660575788,1,137,237,"2011-11-14","2020-05-20",101,0.845730339712407
"air_temp_mean",0.0250408437302782,0.0117588879419088,2.1295248202028,0.0360688553102269,"air_temp_mean",78.453028653107,0.675534660575788,1,137,237,"2011-11-14","2020-05-20",101,0.845730339712407
"tli_lag_1",0.738176849477851,0.0634844948573446,11.6276714674441,2.48134202426417e-19,"air_temp_mean",78.453028653107,0.675534660575788,1,137,237,"2011-11-14","2020-05-20",101,0.845730339712407
"tli_lag_8",-0.0328423529859213,0.0816745834826888,-0.402112280044652,0.688599049885548,"air_temp_mean",78.453028653107,0.675534660575788,1,137,237,"2011-11-14","2020-05-20",101,0.845730339712407
"tli_lag_10",0.149687769796157,0.0947716388527965,1.57945743693067,0.117902438297917,"air_temp_mean",78.453028653107,0.675534660575788,1,137,237,"2011-11-14","2020-05-20",101,0.845730339712407
"Intercept",0.276843907056651,0.350181414664571,0.790572815869832,0.431368027130382,"air_temp_mean",78.2880835300728,0.676539574323251,1,138,238,"2011-12-21","2020-06-16",101,0.841921521614067
"air_temp_mean",0.0271033937546614,0.0115353066516052,2.34960322887383,0.0210841826709571,"air_temp_mean",78.2880835300728,0.676539574323251,1,138,238,"2011-12-21","2020-06-16",101,0.841921521614067
"tli_lag_1",0.742211954458571,0.0631762835659256,11.7482686945974,1.43392266430171e-19,"air_temp_mean",78.2880835300728,0.676539574323251,1,138,238,"2011-12-21","2020-06-16",101,0.841921521614067
"tli_lag_8",-0.0214388382244133,0.0814000639989439,-0.263376183889628,0.792890655946538,"air_temp_mean",78.2880835300728,0.676539574323251,1,138,238,"2011-12-21","2020-06-16",101,0.841921521614067
"tli_lag_10",0.133228329206547,0.0910948354237863,1.46252340856372,0.147242800085911,"air_temp_mean",78.2880835300728,0.676539574323251,1,138,238,"2011-12-21","2020-06-16",101,0.841921521614067
"Intercept",0.300158769046869,0.349817161060621,0.858044722954154,0.39325282658545,"air_temp_mean",77.67673980438,0.677215220331631,1,139,239,"2012-01-17","2020-07-22",101,0.840101332758306
"air_temp_mean",0.0265194904322299,0.0111467070944225,2.37913225920321,0.0195663047617955,"air_temp_mean",77.67673980438,0.677215220331631,1,139,239,"2012-01-17","2020-07-22",101,0.840101332758306
"tli_lag_1",0.741852812207261,0.0626386181173287,11.8433776878298,9.31371298009777e-20,"air_temp_mean",77.67673980438,0.677215220331631,1,139,239,"2012-01-17","2020-07-22",101,0.840101332758306
"tli_lag_8",-0.0268250060513091,0.0791891470992727,-0.338745990251428,0.735626778512637,"air_temp_mean",77.67673980438,0.677215220331631,1,139,239,"2012-01-17","2020-07-22",101,0.840101332758306
"tli_lag_10",0.136116471083429,0.0854301226431842,1.59330768670374,0.114760153717516,"air_temp_mean",77.67673980438,0.677215220331631,1,139,239,"2012-01-17","2020-07-22",101,0.840101332758306
"Intercept",0.364281864511883,0.346927736296098,1.0500223141599,0.296550732301755,"air_temp_mean",78.8332166463549,0.668659622967935,1,140,240,"2012-02-22","2020-08-19",101,0.840535028916144
"air_temp_mean",0.0317228975977654,0.0104820757606742,3.02639461134032,0.00323603120762678,"air_temp_mean",78.8332166463549,0.668659622967935,1,140,240,"2012-02-22","2020-08-19",101,0.840535028916144
"tli_lag_1",0.764398672278586,0.0612469483550536,12.4806001410438,2.95093110337278e-21,"air_temp_mean",78.8332166463549,0.668659622967935,1,140,240,"2012-02-22","2020-08-19",101,0.840535028916144
"tli_lag_8",0.0557167275198307,0.0613340861379638,0.908413755354607,0.366112973804578,"air_temp_mean",78.8332166463549,0.668659622967935,1,140,240,"2012-02-22","2020-08-19",101,0.840535028916144
"Intercept",0.401915117478363,0.347443529734022,1.1567782476365,0.250566083520016,"air_temp_mean",74.2048120471748,0.670843580463299,1,141,241,"2012-03-28","2020-09-17",101,0.839165498666683
"air_temp_mean",0.027020765089143,0.010904068382539,2.47804435383146,0.0151650483936848,"air_temp_mean",74.2048120471748,0.670843580463299,1,141,241,"2012-03-28","2020-09-17",101,0.839165498666683
"tli_lag_1",0.731874584087693,0.0623492274734077,11.7383103808278,1.50026967259985e-19,"air_temp_mean",74.2048120471748,0.670843580463299,1,141,241,"2012-03-28","2020-09-17",101,0.839165498666683
"tli_lag_8",-0.0235276340012792,0.0770535742836018,-0.305341241078369,0.760844083344651,"air_temp_mean",74.2048120471748,0.670843580463299,1,141,241,"2012-03-28","2020-09-17",101,0.839165498666683
"tli_lag_10",0.12058978524437,0.0835842704835618,1.44273299924399,0.152728083615775,"air_temp_mean",74.2048120471748,0.670843580463299,1,141,241,"2012-03-28","2020-09-17",101,0.839165498666683
"Intercept",0.426567573536296,0.348712752002452,1.22326347713632,0.224571506166494,"air_temp_mean",73.7864106924166,0.666211803802132,1,142,242,"2012-04-17","2020-10-13",101,0.838694359080908
"air_temp_mean",0.0282677550864518,0.0110347458754894,2.56170422095906,0.0121587610142749,"air_temp_mean",73.7864106924166,0.666211803802132,1,142,242,"2012-04-17","2020-10-13",101,0.838694359080908
"tli_lag_1",0.724463081723182,0.0630375971238432,11.4925554712993,4.59423791174917e-19,"air_temp_mean",73.7864106924166,0.666211803802132,1,142,242,"2012-04-17","2020-10-13",101,0.838694359080908
"tli_lag_8",-0.0241040260696394,0.0768395501659605,-0.31369296173102,0.754513855409852,"air_temp_mean",73.7864106924166,0.666211803802132,1,142,242,"2012-04-17","2020-10-13",101,0.838694359080908
"tli_lag_10",0.119524471744052,0.0833373790287194,1.43422403172605,0.155134594861933,"air_temp_mean",73.7864106924166,0.666211803802132,1,142,242,"2012-04-17","2020-10-13",101,0.838694359080908
"Intercept",0.428900835145245,0.349352606934948,1.22770183084711,0.222908699611099,"air_temp_mean",73.7902353337412,0.663150533533199,1,143,243,"2012-05-15","2020-11-17",101,0.838343498267645
"air_temp_mean",0.0285172318178905,0.0111895892814553,2.54855036235804,0.0125926792697084,"air_temp_mean",73.7902353337412,0.663150533533199,1,143,243,"2012-05-15","2020-11-17",101,0.838343498267645
"tli_lag_1",0.722439418165505,0.0636831894611581,11.3442719229089,9.04958108495464e-19,"air_temp_mean",73.7902353337412,0.663150533533199,1,143,243,"2012-05-15","2020-11-17",101,0.838343498267645
"tli_lag_8",-0.0228962913406649,0.0772711581418669,-0.296310963770314,0.767706992683489,"air_temp_mean",73.7902353337412,0.663150533533199,1,143,243,"2012-05-15","2020-11-17",101,0.838343498267645
"tli_lag_10",0.119060511538758,0.0836173491297677,1.42387330832487,0.15810136363125,"air_temp_mean",73.7902353337412,0.663150533533199,1,143,243,"2012-05-15","2020-11-17",101,0.838343498267645
"Intercept",0.45365634524601,0.349667005839609,1.29739534376915,0.197964716652716,"air_temp_mean",73.1724614738516,0.662009372084292,1,144,244,"2012-06-25","2020-12-15",101,0.837183780006176
"air_temp_mean",0.0295121294940307,0.0112036200818092,2.6341601445365,0.0100014195107521,"air_temp_mean",73.1724614738516,0.662009372084292,1,144,244,"2012-06-25","2020-12-15",101,0.837183780006176
"tli_lag_1",0.717287222559015,0.0638230692256513,11.2386826779357,1.46817548564245e-18,"air_temp_mean",73.1724614738516,0.662009372084292,1,144,244,"2012-06-25","2020-12-15",101,0.837183780006176
"tli_lag_8",-0.0255850732947751,0.0770888305324268,-0.331890795567497,0.740779221263018,"air_temp_mean",73.1724614738516,0.662009372084292,1,144,244,"2012-06-25","2020-12-15",101,0.837183780006176
"tli_lag_10",0.118709855040422,0.0833220459572821,1.42471123550281,0.157859578479522,"air_temp_mean",73.1724614738516,0.662009372084292,1,144,244,"2012-06-25","2020-12-15",101,0.837183780006176
"Intercept",0.474457535230087,0.349395019949789,1.35794017699013,0.178034832019477,"air_temp_mean",72.5140196571251,0.660295185595919,1,145,245,"2012-07-18","2020-12-16",101,0.834718852731512
"air_temp_mean",0.0293572751773131,0.0110907194699051,2.64701268993186,0.00965714556884466,"air_temp_mean",72.5140196571251,0.660295185595919,1,145,245,"2012-07-18","2020-12-16",101,0.834718852731512
"tli_lag_1",0.711019468803894,0.0640659145033613,11.0982489568082,2.79834741805878e-18,"air_temp_mean",72.5140196571251,0.660295185595919,1,145,245,"2012-07-18","2020-12-16",101,0.834718852731512
"tli_lag_8",-0.031799434631816,0.0771384311614702,-0.41223854508075,0.681190374796047,"air_temp_mean",72.5140196571251,0.660295185595919,1,145,245,"2012-07-18","2020-12-16",101,0.834718852731512
"tli_lag_10",0.127347641068594,0.0833573470044769,1.5277314555339,0.130248982990808,"air_temp_mean",72.5140196571251,0.660295185595919,1,145,245,"2012-07-18","2020-12-16",101,0.834718852731512
"Intercept",0.494112799392817,0.351391535857087,1.40616022007364,0.163279532326819,"air_temp_mean",72.6739357698014,0.652614203660519,1,146,246,"2012-08-14","2021-01-19",101,0.834784043635799
"air_temp_mean",0.02745613921775,0.0109601438508794,2.50508931190233,0.0141272951679459,"air_temp_mean",72.6739357698014,0.652614203660519,1,146,246,"2012-08-14","2021-01-19",101,0.834784043635799
"tli_lag_1",0.70796371777205,0.0643706526624744,10.9982373719937,4.43419190181497e-18,"air_temp_mean",72.6739357698014,0.652614203660519,1,146,246,"2012-08-14","2021-01-19",101,0.834784043635799
"tli_lag_8",-0.028364605352176,0.0772194849559873,-0.36732445662313,0.714279390632317,"air_temp_mean",72.6739357698014,0.652614203660519,1,146,246,"2012-08-14","2021-01-19",101,0.834784043635799
"tli_lag_10",0.128101794916879,0.0834102158720589,1.5358046203042,0.128257351984285,"air_temp_mean",72.6739357698014,0.652614203660519,1,146,246,"2012-08-14","2021-01-19",101,0.834784043635799
"Intercept",0.526345168617639,0.355080944100637,1.48232445971097,0.141909182742117,"air_temp_mean",72.4682056807505,0.643785955104375,1,147,247,"2012-09-18","2021-02-16",101,0.835295530549626
"air_temp_mean",0.0272305117233475,0.0108965272904757,2.4990082617559,0.0143549129061489,"air_temp_mean",72.4682056807505,0.643785955104375,1,147,247,"2012-09-18","2021-02-16",101,0.835295530549626
"tli_lag_1",0.702541637694692,0.0647734696965964,10.846132544473,8.94325642986941e-18,"air_temp_mean",72.4682056807505,0.643785955104375,1,147,247,"2012-09-18","2021-02-16",101,0.835295530549626
"tli_lag_8",-0.0313019326862663,0.0773487367300734,-0.404685764882001,0.686713294010348,"air_temp_mean",72.4682056807505,0.643785955104375,1,147,247,"2012-09-18","2021-02-16",101,0.835295530549626
"tli_lag_10",0.13040636462453,0.0834770122926308,1.56218294166287,0.121917435558234,"air_temp_mean",72.4682056807505,0.643785955104375,1,147,247,"2012-09-18","2021-02-16",101,0.835295530549626
"Intercept",0.421799775226918,0.361284469482722,1.16750043485356,0.246235114943555,"air_temp_mean",70.8452705336771,0.648657586825592,1,148,248,"2012-10-17","2021-02-17",101,0.834571758257489
"air_temp_mean",0.029172583385411,0.0108418276395408,2.69074406597435,0.00856474653186947,"air_temp_mean",70.8452705336771,0.648657586825592,1,148,248,"2012-10-17","2021-02-17",101,0.834571758257489
"tli_lag_1",0.716528535930245,0.0651190319608347,11.0033659032461,4.330667225297e-18,"air_temp_mean",70.8452705336771,0.648657586825592,1,148,248,"2012-10-17","2021-02-17",101,0.834571758257489
"tli_lag_8",-0.00686830188978793,0.0791381746633384,-0.0867887327324185,0.931041198795303,"air_temp_mean",70.8452705336771,0.648657586825592,1,148,248,"2012-10-17","2021-02-17",101,0.834571758257489
"tli_lag_10",0.108612403329716,0.0844497196427709,1.28611916995291,0.201853363904429,"air_temp_mean",70.8452705336771,0.648657586825592,1,148,248,"2012-10-17","2021-02-17",101,0.834571758257489
"Intercept",0.600770125552811,0.352146895530581,1.70602135977269,0.0914916411143509,"air_temp_mean",72.7310709610123,0.636530240216714,1,149,249,"2012-11-13","2021-03-16",101,0.832557422267347
"air_temp_mean",0.0326168069008144,0.0102148071244345,3.19309082427927,0.00194649694591168,"air_temp_mean",72.7310709610123,0.636530240216714,1,149,249,"2012-11-13","2021-03-16",101,0.832557422267347
"tli_lag_1",0.721930052055068,0.0635911203209742,11.3526864821873,5.41595177109833e-19,"air_temp_mean",72.7310709610123,0.636530240216714,1,149,249,"2012-11-13","2021-03-16",101,0.832557422267347
"tli_lag_8",0.0461024025536799,0.0595460214685395,0.774231450174008,0.440845832273131,"air_temp_mean",72.7310709610123,0.636530240216714,1,149,249,"2012-11-13","2021-03-16",101,0.832557422267347
"Intercept",0.466774994658581,0.363665625515879,1.2835279496005,0.202639045895094,"air_temp_mean",72.7456170449214,0.636196117082599,1,150,250,"2012-12-06","2021-04-21",101,0.839524044782835
"air_temp_mean",0.0341312919077543,0.0102727639547489,3.32250327741406,0.00129579206069308,"air_temp_mean",72.7456170449214,0.636196117082599,1,150,250,"2012-12-06","2021-04-21",101,0.839524044782835
"tli_lag_1",0.729082212781252,0.0639976405785505,11.3923295638748,4.50055663310635e-19,"air_temp_mean",72.7456170449214,0.636196117082599,1,150,250,"2012-12-06","2021-04-21",101,0.839524044782835
"tli_lag_8",0.0624092515224021,0.0601713741479493,1.03719172789623,0.302456314685416,"air_temp_mean",72.7456170449214,0.636196117082599,1,150,250,"2012-12-06","2021-04-21",101,0.839524044782835
"Intercept",0.523574916405687,0.383451286659827,1.36542746007309,0.175679679275277,"air_temp_mean",70.4939735559945,0.621409327662665,1,151,251,"2013-01-15","2021-04-22",101,0.839731218214879
"air_temp_mean",0.0273307360215857,0.010863553970892,2.51581904916349,0.0137335655101163,"air_temp_mean",70.4939735559945,0.621409327662665,1,151,251,"2013-01-15","2021-04-22",101,0.839731218214879
"tli_lag_1",0.709614031966866,0.0664929356430227,10.6720213975291,2.00057374582327e-17,"air_temp_mean",70.4939735559945,0.621409327662665,1,151,251,"2013-01-15","2021-04-22",101,0.839731218214879
"tli_lag_8",-0.0208270026669278,0.0799048599465272,-0.260647508560372,0.794987445368194,"air_temp_mean",70.4939735559945,0.621409327662665,1,151,251,"2013-01-15","2021-04-22",101,0.839731218214879
"tli_lag_10",0.112139315226019,0.0849084579138483,1.32070841917539,0.190102379378216,"air_temp_mean",70.4939735559945,0.621409327662665,1,151,251,"2013-01-15","2021-04-22",101,0.839731218214879
"Intercept",0.641823324690916,0.370539823566426,1.73213048603899,0.0867147148483657,"air_temp_mean",70.0817690351484,0.62134868479882,1,152,252,"2013-02-19","2021-05-18",101,0.84096760662729
"air_temp_mean",0.0320195341458084,0.0101560765493136,3.1527464361198,0.00220495497882121,"air_temp_mean",70.0817690351484,0.62134868479882,1,152,252,"2013-02-19","2021-05-18",101,0.84096760662729
"tli_lag_1",0.715864176137252,0.0635864987401318,11.2581159573336,8.42784033417424e-19,"air_temp_mean",70.0817690351484,0.62134868479882,1,152,252,"2013-02-19","2021-05-18",101,0.84096760662729
"tli_lag_8",0.0442442161224261,0.060246054341425,0.734391929995719,0.464640406725108,"air_temp_mean",70.0817690351484,0.62134868479882,1,152,252,"2013-02-19","2021-05-18",101,0.84096760662729
